gold_label	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	captionID	pairID	label1	label2	label3	label4	label5
contradiction	( ( ( A ( little girl ) ) ( is ( holding ( a ( colorful ( end ( war ( Ron ( Paul sign ) ) ) ) ) ) ) ) ) ( , ( ( some adults ) ( ( ( are also ) ( ( standing ( near her ) ) ( in ( the picture ) ) ) ) . ) ) ) )	( Nobody ( has ( a sign ) ) )	(ROOT (S (S (NP (DT A) (JJ little) (NN girl)) (VP (VBZ is) (VP (VBG holding) (NP (DT a) (JJ colorful) (NN end) (NN war) (NNP Ron) (NNP Paul) (NN sign))))) (, ,) (NP (DT some) (NNS adults)) (VP (VBP are) (ADVP (RB also)) (VP (VBG standing) (PP (IN near) (NP (PRP her))) (PP (IN in) (NP (DT the) (NN picture))))) (. .)))	(ROOT (S (NP (NN Nobody)) (VP (VBZ has) (NP (DT a) (NN sign)))))	A little girl is holding a colorful end war Ron Paul sign, some adults are also standing near her in the picture.	Nobody has a sign	6973013506.jpg#0	6973013506.jpg#0r1c	contradiction				
contradiction	( ( ( A ( little girl ) ) ( is ( holding ( a ( colorful ( end ( war ( Ron ( Paul sign ) ) ) ) ) ) ) ) ) ( , ( ( some adults ) ( ( ( are also ) ( ( standing ( near her ) ) ( in ( the picture ) ) ) ) . ) ) ) )	( ( A ( little girl ) ) ( ( ( ( holds ( ( a ( stuffed toy ) ) ( in ( both hands ) ) ) ) , ) ( while ( ( her mother ) ( holds ( a ( Ron ( Paul sign ) ) ) ) ) ) ) . ) )	(ROOT (S (S (NP (DT A) (JJ little) (NN girl)) (VP (VBZ is) (VP (VBG holding) (NP (DT a) (JJ colorful) (NN end) (NN war) (NNP Ron) (NNP Paul) (NN sign))))) (, ,) (NP (DT some) (NNS adults)) (VP (VBP are) (ADVP (RB also)) (VP (VBG standing) (PP (IN near) (NP (PRP her))) (PP (IN in) (NP (DT the) (NN picture))))) (. .)))	(ROOT (S (NP (DT A) (JJ little) (NN girl)) (VP (VBZ holds) (NP (NP (DT a) (JJ stuffed) (NN toy)) (PP (IN in) (NP (DT both) (NNS hands)))) (, ,) (SBAR (IN while) (S (NP (PRP$ her) (NN mother)) (VP (VBZ holds) (NP (DT a) (NNP Ron) (NNP Paul) (NN sign)))))) (. .)))	A little girl is holding a colorful end war Ron Paul sign, some adults are also standing near her in the picture.	A little girl holds a stuffed toy in both hands, while her mother holds a Ron  Paul sign.	6973013506.jpg#0	6973013506.jpg#0r3c	contradiction				
neutral	( ( ( A ( little girl ) ) ( is ( holding ( a ( colorful ( end ( war ( Ron ( Paul sign ) ) ) ) ) ) ) ) ) ( , ( ( some adults ) ( ( ( are also ) ( ( standing ( near her ) ) ( in ( the picture ) ) ) ) . ) ) ) )	( ( The ( little girl ) ) ( ( is ( at ( a protest ) ) ) . ) )	(ROOT (S (S (NP (DT A) (JJ little) (NN girl)) (VP (VBZ is) (VP (VBG holding) (NP (DT a) (JJ colorful) (NN end) (NN war) (NNP Ron) (NNP Paul) (NN sign))))) (, ,) (NP (DT some) (NNS adults)) (VP (VBP are) (ADVP (RB also)) (VP (VBG standing) (PP (IN near) (NP (PRP her))) (PP (IN in) (NP (DT the) (NN picture))))) (. .)))	(ROOT (S (NP (DT The) (JJ little) (NN girl)) (VP (VBZ is) (PP (IN at) (NP (DT a) (NN protest)))) (. .)))	A little girl is holding a colorful end war Ron Paul sign, some adults are also standing near her in the picture.	The little girl is at a protest.	6973013506.jpg#0	6973013506.jpg#0r5n	neutral				
neutral	( ( A ( young ( female child ) ) ) ( ( is ( holding ( ( a ( homemade sign ) ) ( that ( says ( ( ( End War ) , ) ( with ( ( Ron Paul ) ( written ( on ( the side ) ) ) ) ) ) ) ) ) ) ) . ) )	( ( A ( funny person ) ) ( holding ( a sign ) ) )	(ROOT (S (NP (DT A) (JJ young) (JJ female) (NN child)) (VP (VBZ is) (VP (VBG holding) (NP (NP (DT a) (JJ homemade) (NN sign)) (SBAR (WHNP (WDT that)) (S (VP (VBZ says) (NP (NP (NNP End) (NNP War)) (, ,) (PP (IN with) (NP (NP (NNP Ron) (NNP Paul)) (VP (VBN written) (PP (IN on) (NP (DT the) (NN side))))))))))))) (. .)))	(ROOT (NP (NP (DT A) (JJ funny) (NN person)) (NP (NP (NN holding)) (NP (DT a) (NN sign)))))	A young female child is holding a homemade sign that says End War, with Ron Paul written on the side.	A funny person holding a sign	6973013506.jpg#1	6973013506.jpg#1r1n	neutral				
entailment	( ( A ( young ( female child ) ) ) ( ( is ( holding ( ( a ( homemade sign ) ) ( that ( says ( ( ( End War ) , ) ( with ( ( Ron Paul ) ( written ( on ( the side ) ) ) ) ) ) ) ) ) ) ) . ) )	( ( A person ) ( holding ( a sign ) ) )	(ROOT (S (NP (DT A) (JJ young) (JJ female) (NN child)) (VP (VBZ is) (VP (VBG holding) (NP (NP (DT a) (JJ homemade) (NN sign)) (SBAR (WHNP (WDT that)) (S (VP (VBZ says) (NP (NP (NNP End) (NNP War)) (, ,) (PP (IN with) (NP (NP (NNP Ron) (NNP Paul)) (VP (VBN written) (PP (IN on) (NP (DT the) (NN side))))))))))))) (. .)))	(ROOT (NP (NP (DT A) (NN person)) (NP (NP (NN holding)) (NP (DT a) (NN sign)))))	A young female child is holding a homemade sign that says End War, with Ron Paul written on the side.	A person holding a sign	6973013506.jpg#1	6973013506.jpg#1r1e	entailment				
contradiction	( ( A ( young ( female child ) ) ) ( ( is ( holding ( ( a ( homemade sign ) ) ( that ( says ( ( ( End War ) , ) ( with ( ( Ron Paul ) ( written ( on ( the side ) ) ) ) ) ) ) ) ) ) ) . ) )	( Nobody ( has ( a sign ) ) )	(ROOT (S (NP (DT A) (JJ young) (JJ female) (NN child)) (VP (VBZ is) (VP (VBG holding) (NP (NP (DT a) (JJ homemade) (NN sign)) (SBAR (WHNP (WDT that)) (S (VP (VBZ says) (NP (NP (NNP End) (NNP War)) (, ,) (PP (IN with) (NP (NP (NNP Ron) (NNP Paul)) (VP (VBN written) (PP (IN on) (NP (DT the) (NN side))))))))))))) (. .)))	(ROOT (S (NP (NN Nobody)) (VP (VBZ has) (NP (DT a) (NN sign)))))	A young female child is holding a homemade sign that says End War, with Ron Paul written on the side.	Nobody has a sign	6973013506.jpg#1	6973013506.jpg#1r1c	contradiction				
entailment	( ( ( A ( young girl ) ) ( in ( a ( ( ( pink and ) white ) sweater ) ) ) ) ( ( ( is ( holding ( ( a ( pro ( Ron ( Paul sign ) ) ) ) ( that ( reads ( `` ( END WAR ) ) ) ) ) ) ) . ) '' ) )	( ( The girl ) ( ( is ( wearing pink ) ) . ) )	(ROOT (S (NP (NP (DT A) (JJ young) (NN girl)) (PP (IN in) (NP (DT a) (ADJP (JJ pink) (CC and) (JJ white)) (NN sweater)))) (VP (VBZ is) (VP (VBG holding) (NP (NP (DT a) (JJ pro) (NNP Ron) (NNP Paul) (NN sign)) (SBAR (WHNP (WDT that)) (S (VP (VBZ reads) (S (`` ``) (NP (NNP END) (NNP WAR))))))))) (. .) ('' '')))	(ROOT (S (NP (DT The) (NN girl)) (VP (VBZ is) (VP (VBG wearing) (ADJP (JJ pink)))) (. .)))	A young girl in a pink and white sweater is holding a pro Ron Paul sign that reads "END WAR."	The girl is wearing pink.	6973013506.jpg#2	6973013506.jpg#2r1e	entailment				
neutral	( ( ( A ( young girl ) ) ( in ( a ( ( ( pink and ) white ) sweater ) ) ) ) ( ( ( is ( holding ( ( a ( pro ( Ron ( Paul sign ) ) ) ) ( that ( reads ( `` ( END WAR ) ) ) ) ) ) ) . ) '' ) )	( ( The girl ) ( ( is outside ) . ) )	(ROOT (S (NP (NP (DT A) (JJ young) (NN girl)) (PP (IN in) (NP (DT a) (ADJP (JJ pink) (CC and) (JJ white)) (NN sweater)))) (VP (VBZ is) (VP (VBG holding) (NP (NP (DT a) (JJ pro) (NNP Ron) (NNP Paul) (NN sign)) (SBAR (WHNP (WDT that)) (S (VP (VBZ reads) (S (`` ``) (NP (NNP END) (NNP WAR))))))))) (. .) ('' '')))	(ROOT (S (NP (DT The) (NN girl)) (VP (VBZ is) (ADVP (RB outside))) (. .)))	A young girl in a pink and white sweater is holding a pro Ron Paul sign that reads "END WAR."	The girl is outside.	6973013506.jpg#2	6973013506.jpg#2r1n	neutral				
contradiction	( ( ( A ( young girl ) ) ( in ( a ( ( ( pink and ) white ) sweater ) ) ) ) ( ( ( is ( holding ( ( a ( pro ( Ron ( Paul sign ) ) ) ) ( that ( reads ( `` ( END WAR ) ) ) ) ) ) ) . ) '' ) )	( ( The girl ) ( ( ( is asleep ) ( in ( her bed ) ) ) . ) )	(ROOT (S (NP (NP (DT A) (JJ young) (NN girl)) (PP (IN in) (NP (DT a) (ADJP (JJ pink) (CC and) (JJ white)) (NN sweater)))) (VP (VBZ is) (VP (VBG holding) (NP (NP (DT a) (JJ pro) (NNP Ron) (NNP Paul) (NN sign)) (SBAR (WHNP (WDT that)) (S (VP (VBZ reads) (S (`` ``) (NP (NNP END) (NNP WAR))))))))) (. .) ('' '')))	(ROOT (S (NP (DT The) (NN girl)) (VP (VBZ is) (ADJP (RB asleep)) (PP (IN in) (NP (PRP$ her) (NN bed)))) (. .)))	A young girl in a pink and white sweater is holding a pro Ron Paul sign that reads "END WAR."	The girl is asleep in her bed.	6973013506.jpg#2	6973013506.jpg#2r1c	contradiction				
contradiction	( ( ( ( ( A ( little girl ) ) ( holding ( ( a ( big sign ) ) ( that ( says ( `` ( ( END WAR ) '' ) ) ) ) ) ) ) and ) ( she ( 's ( ( looking down ) ( at it ) ) ) ) ) . )	( ( The sign ) ( ( reads ( `` ( peace '' ) ) ) . ) )	(ROOT (S (S (NP (DT A) (JJ little) (NN girl)) (VP (VBG holding) (NP (NP (DT a) (JJ big) (NN sign)) (SBAR (WHNP (WDT that)) (S (VP (VBZ says) (S (`` ``) (NP (NNP END) (NNP WAR)) ('' '')))))))) (CC and) (S (NP (PRP she)) (VP (VBZ 's) (VP (VBG looking) (PRT (RP down)) (PP (IN at) (NP (PRP it)))))) (. .)))	(ROOT (S (NP (DT The) (NN sign)) (VP (VBZ reads) (S (`` ``) (NP (NN peace)) ('' ''))) (. .)))	A little girl holding a big sign that says "END WAR" and she's looking down at it.	The sign reads "peace".	6973013506.jpg#3	6973013506.jpg#3r1c	contradiction				
entailment	( ( ( ( ( A ( little girl ) ) ( holding ( ( a ( big sign ) ) ( that ( says ( `` ( ( END WAR ) '' ) ) ) ) ) ) ) and ) ( she ( 's ( ( looking down ) ( at it ) ) ) ) ) . )	( ( The ( young female ) ) ( ( is ( at ( a protest ) ) ) . ) )	(ROOT (S (S (NP (DT A) (JJ little) (NN girl)) (VP (VBG holding) (NP (NP (DT a) (JJ big) (NN sign)) (SBAR (WHNP (WDT that)) (S (VP (VBZ says) (S (`` ``) (NP (NNP END) (NNP WAR)) ('' '')))))))) (CC and) (S (NP (PRP she)) (VP (VBZ 's) (VP (VBG looking) (PRT (RP down)) (PP (IN at) (NP (PRP it)))))) (. .)))	(ROOT (S (NP (DT The) (JJ young) (NN female)) (VP (VBZ is) (PP (IN at) (NP (DT a) (NN protest)))) (. .)))	A little girl holding a big sign that says "END WAR" and she's looking down at it.	The young female is at a protest.	6973013506.jpg#3	6973013506.jpg#3r1e	entailment				
neutral	( ( ( ( ( A ( little girl ) ) ( holding ( ( a ( big sign ) ) ( that ( says ( `` ( ( END WAR ) '' ) ) ) ) ) ) ) and ) ( she ( 's ( ( looking down ) ( at it ) ) ) ) ) . )	( ( The girl ) ( ( is ( with ( her family ) ) ) . ) )	(ROOT (S (S (NP (DT A) (JJ little) (NN girl)) (VP (VBG holding) (NP (NP (DT a) (JJ big) (NN sign)) (SBAR (WHNP (WDT that)) (S (VP (VBZ says) (S (`` ``) (NP (NNP END) (NNP WAR)) ('' '')))))))) (CC and) (S (NP (PRP she)) (VP (VBZ 's) (VP (VBG looking) (PRT (RP down)) (PP (IN at) (NP (PRP it)))))) (. .)))	(ROOT (S (NP (DT The) (NN girl)) (VP (VBZ is) (PP (IN with) (NP (PRP$ her) (NN family)))) (. .)))	A little girl holding a big sign that says "END WAR" and she's looking down at it.	The girl is with her family.	6973013506.jpg#3	6973013506.jpg#3r1n	neutral				
contradiction	( ( ( A boy ) ( in ( a ( ( ( blue and ) red ) top ) ) ) ) ( ( is ( jumping ( into ( the ocean ) ) ) ) . ) )	( ( The boy ) ( ( is ( playing basketball ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN boy)) (PP (IN in) (NP (DT a) (ADJP (JJ blue) (CC and) (JJ red)) (NN top)))) (VP (VBZ is) (VP (VBG jumping) (PP (IN into) (NP (DT the) (NN ocean))))) (. .)))	(ROOT (S (NP (DT The) (NN boy)) (VP (VBZ is) (VP (VBG playing) (NP (NN basketball)))) (. .)))	A boy in a blue and red top is jumping into the ocean.	The boy is playing basketball.	4531067447.jpg#3	4531067447.jpg#3r1c	contradiction				
neutral	( ( ( A boy ) ( in ( a ( ( ( blue and ) red ) top ) ) ) ) ( ( is ( jumping ( into ( the ocean ) ) ) ) . ) )	( ( The boy ) ( ( ( got water ) ( in ( his eyes ) ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN boy)) (PP (IN in) (NP (DT a) (ADJP (JJ blue) (CC and) (JJ red)) (NN top)))) (VP (VBZ is) (VP (VBG jumping) (PP (IN into) (NP (DT the) (NN ocean))))) (. .)))	(ROOT (S (NP (DT The) (NN boy)) (VP (VBD got) (NP (NN water)) (PP (IN in) (NP (PRP$ his) (NNS eyes)))) (. .)))	A boy in a blue and red top is jumping into the ocean.	The boy got water in his eyes.	4531067447.jpg#3	4531067447.jpg#3r1n	neutral				
entailment	( ( ( A boy ) ( in ( a ( ( ( blue and ) red ) top ) ) ) ) ( ( is ( jumping ( into ( the ocean ) ) ) ) . ) )	( ( The boy ) ( ( is outside ) . ) )	(ROOT (S (NP (NP (DT A) (NN boy)) (PP (IN in) (NP (DT a) (ADJP (JJ blue) (CC and) (JJ red)) (NN top)))) (VP (VBZ is) (VP (VBG jumping) (PP (IN into) (NP (DT the) (NN ocean))))) (. .)))	(ROOT (S (NP (DT The) (NN boy)) (VP (VBZ is) (ADVP (RB outside))) (. .)))	A boy in a blue and red top is jumping into the ocean.	The boy is outside.	4531067447.jpg#3	4531067447.jpg#3r1e	entailment	entailment	entailment	entailment	entailment
contradiction	( ( ( A ( blond girl ) ) ( sitting ( in ( a ( yellow ( chair texting ) ) ) ) ) ) . )	( ( The ( blonde girl ) ) ( ( is ( walking ( through ( ( the halls ) ( talking ( to ( her teacher ) ) ) ) ) ) ) . ) )	(ROOT (NP (NP (DT A) (JJ blond) (NN girl)) (VP (VBG sitting) (PP (IN in) (NP (DT a) (JJ yellow) (NN chair) (NN texting)))) (. .)))	(ROOT (S (NP (DT The) (JJ blonde) (NN girl)) (VP (VBZ is) (VP (VBG walking) (PP (IN through) (NP (NP (DT the) (NNS halls)) (VP (VBG talking) (PP (TO to) (NP (PRP$ her) (NN teacher)))))))) (. .)))	A blond girl sitting in a yellow chair texting.	The blonde girl is walking through the halls talking to her teacher.	3550870909.jpg#3	3550870909.jpg#3r1c	contradiction				
neutral	( ( ( A ( blond girl ) ) ( sitting ( in ( a ( yellow ( chair texting ) ) ) ) ) ) . )	( ( The girl ) ( ( is ( texting ( her ( best friend ) ) ) ) . ) )	(ROOT (NP (NP (DT A) (JJ blond) (NN girl)) (VP (VBG sitting) (PP (IN in) (NP (DT a) (JJ yellow) (NN chair) (NN texting)))) (. .)))	(ROOT (S (NP (DT The) (NN girl)) (VP (VBZ is) (VP (VBG texting) (NP (PRP$ her) (JJS best) (NN friend)))) (. .)))	A blond girl sitting in a yellow chair texting.	The girl is texting her best friend.	3550870909.jpg#3	3550870909.jpg#3r1n	neutral				
entailment	( ( ( A ( blond girl ) ) ( sitting ( in ( a ( yellow ( chair texting ) ) ) ) ) ) . )	( ( The girls ) ( ( is ( ( sitting down ) ( while ( sending ( a text ) ) ) ) ) . ) )	(ROOT (NP (NP (DT A) (JJ blond) (NN girl)) (VP (VBG sitting) (PP (IN in) (NP (DT a) (JJ yellow) (NN chair) (NN texting)))) (. .)))	(ROOT (S (NP (DT The) (NNS girls)) (VP (VBZ is) (VP (VBG sitting) (PRT (RP down)) (SBAR (IN while) (S (VP (VBG sending) (NP (DT a) (NN text))))))) (. .)))	A blond girl sitting in a yellow chair texting.	The girls is sitting down while sending a text.	3550870909.jpg#3	3550870909.jpg#3r1e	entailment				
neutral	( There ( ( is ( ( a bunch ) ( of ( tourists ( ( ( ( standing around ) ( on ( the grass ) ) ) and ) ( looking ( at ( some ( old ruins ) ) ) ) ) ) ) ) ) . ) )	( ( a family ) ( on vacation ) )	(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (NP (DT a) (NN bunch)) (PP (IN of) (NP (NP (NNS tourists)) (VP (VP (VBG standing) (ADVP (RB around)) (PP (IN on) (NP (DT the) (NN grass)))) (CC and) (VP (VBG looking) (PP (IN at) (NP (DT some) (JJ old) (NNS ruins))))))))) (. .)))	(ROOT (NP (NP (DT a) (NN family)) (PP (IN on) (NP (NN vacation)))))	There is a bunch of tourists standing around on the grass and looking at some old ruins.	a family on vacation	3285342629.jpg#0	3285342629.jpg#0r1n	neutral				
entailment	( There ( ( is ( ( a bunch ) ( of ( tourists ( ( ( ( standing around ) ( on ( the grass ) ) ) and ) ( looking ( at ( some ( old ruins ) ) ) ) ) ) ) ) ) . ) )	( humans outside )	(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (NP (DT a) (NN bunch)) (PP (IN of) (NP (NP (NNS tourists)) (VP (VP (VBG standing) (ADVP (RB around)) (PP (IN on) (NP (DT the) (NN grass)))) (CC and) (VP (VBG looking) (PP (IN at) (NP (DT some) (JJ old) (NNS ruins))))))))) (. .)))	(ROOT (FRAG (NP (NP (NNS humans)) (ADVP (IN outside)))))	There is a bunch of tourists standing around on the grass and looking at some old ruins.	humans outside	3285342629.jpg#0	3285342629.jpg#0r1e	entailment				
contradiction	( There ( ( is ( ( a bunch ) ( of ( tourists ( ( ( ( standing around ) ( on ( the grass ) ) ) and ) ( looking ( at ( some ( old ruins ) ) ) ) ) ) ) ) ) . ) )	( ( a group ) ( of ( dogs playing ) ) )	(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (NP (DT a) (NN bunch)) (PP (IN of) (NP (NP (NNS tourists)) (VP (VP (VBG standing) (ADVP (RB around)) (PP (IN on) (NP (DT the) (NN grass)))) (CC and) (VP (VBG looking) (PP (IN at) (NP (DT some) (JJ old) (NNS ruins))))))))) (. .)))	(ROOT (NP (NP (DT a) (NN group)) (PP (IN of) (NP (NP (NNS dogs)) (VP (VBG playing))))))	There is a bunch of tourists standing around on the grass and looking at some old ruins.	a group of dogs playing	3285342629.jpg#0	3285342629.jpg#0r1c	contradiction				
entailment	( ( ( A boy ) ( in ( rash ( guards ( and ( swim shoes ) ) ) ) ) ) ( ( runs ( into ( ( the water ) ( at ( a beach ) ) ) ) ) . ) )	( ( A boy ) ( ( is outside ) . ) )	(ROOT (S (NP (NP (DT A) (NN boy)) (PP (IN in) (NP (NN rash) (NNS guards) (CC and) (NN swim) (NNS shoes)))) (VP (VBZ runs) (PP (IN into) (NP (NP (DT the) (NN water)) (PP (IN at) (NP (DT a) (NN beach)))))) (. .)))	(ROOT (S (NP (DT A) (NN boy)) (VP (VBZ is) (ADVP (RB outside))) (. .)))	A boy in rash guards and swim shoes runs into the water at a beach.	A boy is outside.	4531067447.jpg#1	4531067447.jpg#1r1e	entailment				
contradiction	( ( ( A boy ) ( in ( rash ( guards ( and ( swim shoes ) ) ) ) ) ) ( ( runs ( into ( ( the water ) ( at ( a beach ) ) ) ) ) . ) )	( ( A boy ) ( ( is ( laying ( on ( the beach ) ) ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN boy)) (PP (IN in) (NP (NN rash) (NNS guards) (CC and) (NN swim) (NNS shoes)))) (VP (VBZ runs) (PP (IN into) (NP (NP (DT the) (NN water)) (PP (IN at) (NP (DT a) (NN beach)))))) (. .)))	(ROOT (S (NP (DT A) (NN boy)) (VP (VBZ is) (VP (VBG laying) (PP (IN on) (NP (DT the) (NN beach))))) (. .)))	A boy in rash guards and swim shoes runs into the water at a beach.	A boy is laying on the beach.	4531067447.jpg#1	4531067447.jpg#1r1c	contradiction				
neutral	( ( ( A boy ) ( in ( rash ( guards ( and ( swim shoes ) ) ) ) ) ) ( ( runs ( into ( ( the water ) ( at ( a beach ) ) ) ) ) . ) )	( ( A boy ) ( ( loves ( to swim ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN boy)) (PP (IN in) (NP (NN rash) (NNS guards) (CC and) (NN swim) (NNS shoes)))) (VP (VBZ runs) (PP (IN into) (NP (NP (DT the) (NN water)) (PP (IN at) (NP (DT a) (NN beach)))))) (. .)))	(ROOT (S (NP (DT A) (NN boy)) (VP (VBZ loves) (S (VP (TO to) (VP (VB swim))))) (. .)))	A boy in rash guards and swim shoes runs into the water at a beach.	A boy loves to swim.	4531067447.jpg#1	4531067447.jpg#1r1n	neutral				
neutral	( ( Five ( black dogs ) ) ( ( run ( in ( a field ) ) ) . ) )	( ( ( Some ( huge animals ) ) running ) . )	(ROOT (S (NP (CD Five) (JJ black) (NNS dogs)) (VP (VBP run) (PP (IN in) (NP (DT a) (NN field)))) (. .)))	(ROOT (NP (NP (DT Some) (JJ huge) (NNS animals)) (VP (VBG running)) (. .)))	Five black dogs run in a field.	Some huge animals running.	2763044275.jpg#4	2763044275.jpg#4r1n	neutral				
contradiction	( ( Five ( black dogs ) ) ( ( run ( in ( a field ) ) ) . ) )	( ( ( No animals ) running ) . )	(ROOT (S (NP (CD Five) (JJ black) (NNS dogs)) (VP (VBP run) (PP (IN in) (NP (DT a) (NN field)))) (. .)))	(ROOT (NP (NP (DT No) (NNS animals)) (VP (VBG running)) (. .)))	Five black dogs run in a field.	No animals running.	2763044275.jpg#4	2763044275.jpg#4r1c	contradiction				
entailment	( ( Five ( black dogs ) ) ( ( run ( in ( a field ) ) ) . ) )	( ( ( Some animals ) running ) . )	(ROOT (S (NP (CD Five) (JJ black) (NNS dogs)) (VP (VBP run) (PP (IN in) (NP (DT a) (NN field)))) (. .)))	(ROOT (NP (NP (DT Some) (NNS animals)) (VP (VBG running)) (. .)))	Five black dogs run in a field.	Some animals running.	2763044275.jpg#4	2763044275.jpg#4r1e	entailment				
contradiction	( ( ( A blond ) ( in ( ( flip-flops and ) shorts ) ) ) ( ( is ( ( sitting ( on ( a ( yellow chair ) ) ) ) outside ) ) . ) )	( ( ( A blond ) ( in ( ( flip-flops and ) shorts ) ) ) ( ( is ( ice skating ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN blond)) (PP (IN in) (NP (NNS flip-flops) (CC and) (NNS shorts)))) (VP (VBZ is) (VP (VBG sitting) (PP (IN on) (NP (DT a) (JJ yellow) (NN chair))) (ADVP (RB outside)))) (. .)))	(ROOT (S (NP (NP (DT A) (NN blond)) (PP (IN in) (NP (NNS flip-flops) (CC and) (NNS shorts)))) (VP (VBZ is) (NP (NN ice) (VBG skating))) (. .)))	A blond in flip-flops and shorts is sitting on a yellow chair outside.	A blond in flip-flops and shorts is ice skating.	3550870909.jpg#1	3550870909.jpg#1r1c	contradiction				
neutral	( ( ( A blond ) ( in ( ( flip-flops and ) shorts ) ) ) ( ( is ( ( sitting ( on ( a ( yellow chair ) ) ) ) outside ) ) . ) )	( ( ( A blond ) ( in ( ( flip-flops and ) shorts ) ) ) ( ( is ( sitting ( on ( ( a ( yellow chair ) ) ( at ( the beach ) ) ) ) ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN blond)) (PP (IN in) (NP (NNS flip-flops) (CC and) (NNS shorts)))) (VP (VBZ is) (VP (VBG sitting) (PP (IN on) (NP (DT a) (JJ yellow) (NN chair))) (ADVP (RB outside)))) (. .)))	(ROOT (S (NP (NP (DT A) (NN blond)) (PP (IN in) (NP (NNS flip-flops) (CC and) (NNS shorts)))) (VP (VBZ is) (VP (VBG sitting) (PP (IN on) (NP (NP (DT a) (JJ yellow) (NN chair)) (PP (IN at) (NP (DT the) (NN beach))))))) (. .)))	A blond in flip-flops and shorts is sitting on a yellow chair outside.	A blond in flip-flops and shorts is sitting on a yellow chair at the beach.	3550870909.jpg#1	3550870909.jpg#1r1n	neutral				
entailment	( ( ( A blond ) ( in ( ( flip-flops and ) shorts ) ) ) ( ( is ( ( sitting ( on ( a ( yellow chair ) ) ) ) outside ) ) . ) )	( ( ( A blond ) ( in ( ( flip-flops and ) shorts ) ) ) ( ( is ( sitting outdoors ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN blond)) (PP (IN in) (NP (NNS flip-flops) (CC and) (NNS shorts)))) (VP (VBZ is) (VP (VBG sitting) (PP (IN on) (NP (DT a) (JJ yellow) (NN chair))) (ADVP (RB outside)))) (. .)))	(ROOT (S (NP (NP (DT A) (NN blond)) (PP (IN in) (NP (NNS flip-flops) (CC and) (NNS shorts)))) (VP (VBZ is) (VP (VBG sitting) (ADVP (RB outdoors)))) (. .)))	A blond in flip-flops and shorts is sitting on a yellow chair outside.	A blond in flip-flops and shorts is sitting outdoors.	3550870909.jpg#1	3550870909.jpg#1r1e	entailment				
contradiction	( ( The ( black dogs ) ) ( are ( running ( in ( a ( grassy field ) ) ) ) ) )	( ( The ( black dogs ) ) ( ( are sitting ) . ) )	(ROOT (S (NP (DT The) (JJ black) (NNS dogs)) (VP (VBP are) (VP (VBG running) (PP (IN in) (NP (DT a) (JJ grassy) (NN field)))))))	(ROOT (S (NP (DT The) (JJ black) (NNS dogs)) (VP (VBP are) (VP (VBG sitting))) (. .)))	The black dogs are running in a grassy field	The black dogs are sitting.	2763044275.jpg#0	2763044275.jpg#0r1c	contradiction				
entailment	( ( The ( black dogs ) ) ( are ( running ( in ( a ( grassy field ) ) ) ) ) )	( ( The ( black dogs ) ) ( ( are ( in ( a ( grass field ) ) ) ) . ) )	(ROOT (S (NP (DT The) (JJ black) (NNS dogs)) (VP (VBP are) (VP (VBG running) (PP (IN in) (NP (DT a) (JJ grassy) (NN field)))))))	(ROOT (S (NP (DT The) (JJ black) (NNS dogs)) (VP (VBP are) (PP (IN in) (NP (DT a) (NN grass) (NN field)))) (. .)))	The black dogs are running in a grassy field	The black dogs are in a grass field.	2763044275.jpg#0	2763044275.jpg#0r1e	entailment				
neutral	( ( The ( black dogs ) ) ( are ( running ( in ( a ( grassy field ) ) ) ) ) )	( ( The ( black dogs ) ) ( ( are ( wearing collars ) ) . ) )	(ROOT (S (NP (DT The) (JJ black) (NNS dogs)) (VP (VBP are) (VP (VBG running) (PP (IN in) (NP (DT a) (JJ grassy) (NN field)))))))	(ROOT (S (NP (DT The) (JJ black) (NNS dogs)) (VP (VBP are) (VP (VBG wearing) (NP (NNS collars)))) (. .)))	The black dogs are running in a grassy field	The black dogs are wearing collars.	2763044275.jpg#0	2763044275.jpg#0r1n	neutral	neutral	neutral	neutral	neutral
